Column1,reviewerName,headline,inLanguage,datePublished,reviewBody,ratingValue,business
251,Michael McGloin,This is a good way to buy a car,en,2018-08-13T15:36:29Z,"This is a good way to buy a car. It's very factual and the deals and costs of the car are laid out clearly.  We had been searching for a very specific car for some time. Once we had decided after visiting showrooms, it is at this point that we were made aware of Rockar, through CarWow.  They had a better deal than anyone could match and were still able to select the features we wanted, just as if we were at a dealership.
We still have to get the car, as it is being made. However, we have had regular updates on progress and there is a delivery service, which will take a lot of the hassle out of it when we get to that point.
Having bought a new car a just over a year ago, I was aware of the considerable amount of time the process can take. This seemed very time efficient.
Ultimately, a car purchase is big, whichever way you pay for it. You still need to make sure of the car you want and it's specification. The only way to do this is go and have a look and test drive some, check the guides and reviews, get to understand the price of what you want and deals available. When you are at this point, check out CarWow and Rockar. So far we have not been disappointed.",5,Rockar
252,Steve,I DEALT WITH WILL COYLE,en,2018-08-10T11:18:04Z,I DEALT WITH WILL COYLE AT ROCKAR  HE HAS BEEN FANTASTIC VERY HELPFUL AND SO KNOWLEDGEABLE AND PATIENT AND EXPLAINED EVERY DETAIL OF MY BUILD OF RANGE ROVER SPORT AND MY DELIVERY IS DUE IN LATE DECEMBER WELL DONE WILL,5,Rockar
253,David O'Rourke,Excellent service,en,2018-08-10T09:44:57Z,"Excellent service, clear pricing, no haggling necessary, best price you will find anywhere! I would and have recommended Rockar to everyone.",5,Rockar
254,E C OULTON,We dealt with Will Coyle & he has been…,en,2018-08-08T16:25:48Z,"We dealt with Will Coyle & he has been superb, nothing was too difficult. Top marks, thank you",5,Rockar
255,Anthony Way,An excellent service restored,en,2018-08-07T03:31:42Z,"An excellent service restored. After a difficult start, Rockar seems to have rectified its customer service problems. I am appreciative of the attention given to fill my order, and look forward to receiving the Range Rover that I have ordered.

This company has satisfactorily rectified its previous problem",5,Rockar
256,Niroo Rad,Superb service by Holly from initial…,en,2018-08-06T15:06:25Z,Superb service by Holly from initial enquiry all the way through to purchase.,5,Rockar
257,Ian,Customer focued support,en,2018-08-03T20:47:32Z,"Recently ordered a Range Rover from Rockar. Great support from Claudia. Visited the showroom to help make my final choices. Claudia was very helpful and let me know about a special offer on one of the accessories I wanted. Placed order online again with the help from Claudia who added the discount code even outside normal working hours.

Great clear discount and puts to shame the level of service which my local Land Rover dealer provides.",5,Rockar
258,Jon,"Better info, better finance, better discounts. Just....’Better’!",en,2018-08-02T12:27:57Z,"I really appreciated the concept of ‘Angels’ rather than sales people, who informed and assisted in a non-pushy manner.  It’s what makes Rockar stand out from other main dealers. 

Oh, and the 4.90% APR finance deals too. 

And of course Rockar are the only main Land Rover dealers I spoke to who would give a discount from list price.

All in all, and excellent and pain free experience - it’s the future business model of aspiration!",5,Rockar
259,garry,"So far, so very good...",en,2018-07-26T06:59:29Z,"I used Carwow to get a price for a Range Rover Sport PHEV and Rockar were the only dealer offering a discount due to the car being a new model. I called Will and he explained how Rockar works. 

He is very knowledgeable and patient and I guess because of the disruptive nature of this company has to endure questions like mine to ensure this company is for real. I placed my order within a couple of  days of first finding Rockar and will save in total about £5.5k versus what other dealers wanted to charge from Carwow.

I will update this review in November when my car is delivered, but so far, so very good...",5,Rockar
260,Anthony Dolman,Only Just ordered a RR Sport so cant…,en,2018-07-24T12:02:37Z,"Only Just ordered a RR Sport so cant comment on the overall experience yet
But I must say Will Coyle has fantastic patience, and will answer any question no matter how silly or even how many times you ask it, with good humor and professionalism 
Well Done Will",5,Rockar
261,Anthony Lipschitz,Excellent service .no hassle,en,2018-07-21T10:24:37Z,Excellent service .no hassle. Wouldn't bother going to high street dealership. The future of car purchasing,5,Rockar
262,Laco,Brilliant customer service,en,2018-07-13T20:58:16Z,Brilliant customer service,5,Rockar
263,Goran,Very proffesional people,en,2018-07-12T13:40:28Z,"Very proffesional people. Great experience from first enquiry to ordering the car. Best deal in the market Pleasure to do bussines withh and higly recommended. Enquired, got car configured had finance proposed and accepted all in one day. Simply 10 out of 10",5,Rockar
264,Mr Green,Range Rover Evoque,en,2018-07-09T14:35:16Z,Following a far from good experience with a local established Range Rover dealer we used the online process with Rockar. The filters make it simple to find the right deals. It was SO simple that for confirmation we contacted customer service to make sure. The customer service rep was very knowledgeable and helpful. His manner confirmed to us that we were dealing with a professional dealership and our order was placed.,5,Rockar
265,Vernon,Staff are approachable,en,2018-07-08T06:50:25Z,"Staff are approachable, accommodating, straight forward. Just the interest at the bottom of the summary that surprised me in the end.",5,Rockar
266,Mete,The service levels were exceptional and…,en,2018-07-04T16:10:53Z,The service levels were exceptional and that is all credit to Will who assisted me throughout the process from beginning to end. He was extremely helpful throughout and would highly recommend Rockar and Will in particular. He made the whole process of buying a new car really easy and stress free,5,Rockar
267,Yen,Real people,en,2018-07-03T21:29:33Z,Real people. No hard sell,5,Rockar
268,Holly,Excellent friendly service,en,2018-07-02T15:54:18Z,Excellent friendly service. I would recommend to everyone.,5,Rockar
269,Neve Taylor,Rockar ROCKS!!!,en,2018-06-25T08:00:20Z,"I was recommended Rockar by a colleague after a bad experience at 2 Landrover dealer shops and my the truly exceeded my expectations.  Apart from offering the best deal on the market for my Evoque Dynamic (by a long way) the service I received was exceptional and beyond my expectations.  

Whilst on the phone the car I had chosen was sold to someone else and Holly and Chris went over the odds to find me an even better car, I can't stress how hard they worked to get me my dream car, the service was attentive and honest.  They reached deep in to the business to get the outcome they wanted and I really felt that everyone at Rockar really cared about my outcome!  

The delivery was a dream and handled with expertise, all questions skillfully answered and it was a great experience to take possession of my beautiful new car.

Even my experience with Rockar service team was exceptional when my touchscreen required a small update for an intermittent bug - Lenny was so helpful, going over the odds to help me as quickly as possible and doing a lot of extra leg work behind the scenes to find a solution for me without me having to chase it up - he even called to see how things were a a follow up and to reassure that they are there to help if I need it.

This should be the ONLY way to buy a Landrover.
I'm so grateful for all the effort and care Rockar have shown me - I'm a customer for life!",5,Rockar
270,Sue,Great deal and service - highly recommended,en,2018-06-18T09:52:34Z,"Great service and simple, stress-free ordering process. Rockar offered by far the best price and ordering was so easy. Staff really friendly, with quick response to emails. Would definitely recommend.",5,Rockar
271,Keith,Landrover Discovery Sport,en,2018-06-15T10:02:01Z,We found Ryan at Westfield helpful and knowledgeable. Having shopped around at other Landrover dealers Rockar offered the best price and fastest delivery.  The online quotation process and no nonsense approach to pricing puts traditional dealers to shame.,5,Rockar
272,Joshua,Professional and easy,en,2018-06-15T08:25:36Z,Professional and easy,5,Rockar
273,Gerry ,Thank you Will Coyle and all the team at…,en,2018-06-11T21:08:28Z,"Thank you Will Coyle and all the team at Rockar for guiding me through the purchase of my new car.  Nothing was too much trouble, I would highly recommend them.",5,Rockar
274,Alex Thomson,A great deal and a much less stressful…,en,2018-06-07T11:24:45Z,A great deal and a much less stressful way of purchasing a new Discovery Sport.  Will Coyle provided excellent support and information and was available (on multiple occasions) to answer questions over the phone and was very helpful in completing the ordering and purchase process.,5,Rockar
275,G Hallan,Helpful team,en,2018-06-05T07:02:37Z,Helpful team,5,Rockar
276,Keith,Excellent service from dedicated staff,en,2018-06-04T20:08:32Z,Replied within hours of all my many questions; gave personalised answers even over the bank-holiday weekend; easy-to-use web-based service that already shows discount available. No need to go into showroom ... a huge help for those of us busy during normal opening hours.,5,Rockar
277,Mike,"Rockar, a breath of fresh air.",en,2018-06-04T16:30:26Z,"Will was excellent, which made the transaction very painless.

Never thought I would buy an £110,000 car over the web, but I would recommend everyone thinking about purchasing any Land Rover car to try these guys.

Mike",5,Rockar
278,Nick,So far so good!,en,2018-06-04T12:14:56Z,"So far, so good! Ordering process has gone well. The Rockar team communicate well and answer all questions clearly and patiently. They offered a discount on my purchase with a fair price for my part exchange. Delivery is due in September, hope the end of the process is as good as the start!",5,Rockar
279,Simon,I’ve just purchased a new Range Rover…,en,2018-06-02T13:28:48Z,"I’ve just purchased a new Range Rover Sport, 
Offered the best PCP deal in the Uk 
Excellent customer service, I’ve been dealing with Holly who has been fantastic, very professional and accommodating. Nothing has been to much trouble.
Would highly recommend Rockar to family and friends",5,Rockar
280,Glyn Edwards,Excellent service,en,2018-05-31T10:55:31Z,Excellent service,5,Rockar
281,Nigel ,Nice easy and effective way to order a…,en,2018-05-26T15:32:34Z,Nice easy and effective way to order a car but the website could explain the process a bit better. I called to check a few things and service was great,4,Rockar
282,Ray Palline,Great service from start to…,en,2018-05-25T17:25:03Z,"Great service from start to finish,highly recommended",5,Rockar
283,Mr George Cullen,I have had an excellent handover from…,en,2018-05-25T11:44:15Z,"I have had an excellent handover from Neil and Ollie 
and even though they drove from London to Portsmouth both were happy to spend 2 hours completing a successful handover in detail. I recommend online car buying as the future.",5,Rockar
284,Michael Hedley,Fantastic Expereince,en,2018-05-18T10:59:58Z,"I really didn't know about buying a car online before, especially one with a high value. The experience though has been superb with help every step of the way. At no point did I ever feel being 'sold' to and have always received guidance with any questions I had.

The final delivery of the car was exactly as promised, all aspects of the car's operation were explained to me, and I am very happy with my purchase.",5,Rockar
285,Colin,A professional service throughout the…,en,2018-05-11T20:18:25Z,"A professional service throughout the whole process of purchasing a new car, thank you.",5,Rockar
286,Andrew/Sophie,Range Rover Sport Autobiography,en,2018-05-08T18:36:38Z,I got a £3400 discount compared with my Local Dealership and can't fault the service and communication from Rockar and Amy in particular.,5,Rockar
287,Nilesh Sojitra,Great experience so far,en,2018-05-04T15:14:35Z,Great experience so far,5,Rockar
288,Steph,excellent service,en,2018-05-02T14:39:39Z,"excellent service, fantastic team!",5,Rockar
289,Lisha,Great service from start to finish!,en,2018-04-30T15:07:25Z,"Great service from start to finish from the team!

I will definitely be recommending them. Everything happened very swiftly. My car was recently written off & I wanted to be back on the roads as soon as possible. They were able to meet my needs with a great deal!

I especially liked the fact I got a free home delivery & hand over.

Very happy with the car & service I received!",5,Rockar
290,James,Prompt efficient teamwork,en,2018-04-30T12:40:52Z,Prompt efficient teamwork,5,Rockar
291,Will,Friendly staff,en,2018-04-30T12:30:44Z,Friendly staff. Good communication. Loved the ability to go for a solo test drive. No pressure to buy.,5,Rockar
